Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
quantmod,C:/Users/pech/Documents/R/win-library/3.6,0.4-15,NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods",curl,NA,"DBI,RMySQL,RSQLite,timeSeries,XML,downloader,jsonlite(>= 1.1)",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
QuantPsyc,C:/Users/pech/Documents/R/win-library/3.6,1.5,NA,"boot, MASS",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,NA,3.6.1
quantreg,C:/Users/pech/Documents/R/win-library/3.6,5.51,NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels",NA,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
questionr,C:/Users/pech/Documents/R/win-library/3.6,0.7.0,NA,R (>= 2.10),"shiny (>= 1.0.5), miniUI, rstudioapi, highr, classInt,
htmltools, graphics, stats, utils, labelled (>= 2.0.0)",NA,"memisc, testthat, roxygen2, dplyr, tidyr, janitor, forcats,
knitr",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
qvcalc,C:/Users/pech/Documents/R/win-library/3.6,1.0.1,NA,NA,NA,NA,"relimp, MASS","psychotools, survival",GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.1
R.methodsS3,C:/Users/pech/Documents/R/win-library/3.6,1.7.1,NA,R (>= 2.13.0),utils,NA,NA,NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.0
R.oo,C:/Users/pech/Documents/R/win-library/3.6,1.22.0,NA,"R (>= 2.13.0), R.methodsS3 (>= 1.7.1)","methods, utils",NA,tools,NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.0
R.utils,C:/Users/pech/Documents/R/win-library/3.6,2.9.0,NA,"R (>= 2.14.0), R.oo (>= 1.22.0)","methods, utils, tools, R.methodsS3 (>= 1.7.1)",NA,digest (>= 0.6.10),NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.1
r2d3,C:/Users/pech/Documents/R/win-library/3.6,0.2.3,NA,R (>= 3.1.2),"htmlwidgets (>= 1.2), htmltools, jsonlite, rstudioapi",NA,"knitr, rmarkdown, shiny, shinytest, testthat, webshot",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,no,3.6.1
R6,C:/Users/pech/Documents/R/win-library/3.6,2.4.0,NA,R (>= 3.0),NA,NA,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
RAdwords,C:/Users/pech/Documents/R/win-library/3.6,0.1.18,NA,R (>= 3.0.0),"RCurl, rjson",NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
randomForest,C:/Users/pech/Documents/R/win-library/3.6,4.6-14,NA,"R (>= 3.2.2), stats",NA,NA,"RColorBrewer, MASS",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
randomForestSRC,C:/Users/pech/Documents/R/win-library/3.6,2.9.1,NA,"R (>= 3.5.0),",parallel,NA,"survival, pec, prodlim, mlbench, akima, caret, imbalance",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
ranger,C:/Users/pech/Documents/R/win-library/3.6,0.11.2,NA,R (>= 3.1),"Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
RANN,C:/Users/pech/Documents/R/win-library/3.6,2.6.1,NA,NA,NA,NA,testthat,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
RApiDatetime,C:/Users/pech/Documents/R/win-library/3.6,0.0.4,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
rapidjsonr,C:/Users/pech/Documents/R/win-library/3.6,1.1,NA,NA,NA,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.0
rappdirs,C:/Users/pech/Documents/R/win-library/3.6,0.3.1,NA,"R (>= 2.14), methods",NA,NA,"testthat, roxygen2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
rapportools,C:/Users/pech/Documents/R/win-library/3.6,1.0,NA,reshape,"plyr, pander",NA,NA,NA,AGPL-3,NA,NA,NA,NA,no,3.6.1
raster,C:/Users/pech/Documents/R/win-library/3.6,3.0-7,NA,"sp (>= 1.2-0), R (>= 3.0.0)","Rcpp, methods",Rcpp,"rgdal (>= 0.9-1), rgeos (>= 0.3-8), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf, testthat",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
rattle,C:/Users/pech/Documents/R/win-library/3.6,5.2.0,NA,R (>= 2.13.0),"stats, utils, ggplot2, grDevices, graphics, magrittr, methods,
stringi, stringr, tidyr, dplyr, XML, rpart.plot",NA,"pmml (>= 1.2.13), bitops, colorspace, ada, amap, arules,
arulesViz, biclust, cairoDevice, cba, cluster, corrplot, descr,
doBy, e1071, ellipse, fBasics, foreign, fpc, gdata, ggdendro,
ggraptR, gplots, grid, gridExtra, gtools, gWidgetsRGtk2,
hmeasure, Hmisc, kernlab, Matrix, mice, nnet, party, playwith,
plyr, psych, randomForest, rattle.data, RColorBrewer, readxl,
reshape, rggobi, RGtk2, ROCR, RODBC, rpart, scales, SnowballC,
survival, timeDate, tm, verification, wskm, RGtk2Extras,
xgboost",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
rcmdcheck,C:/Users/pech/Documents/R/win-library/3.6,1.3.3,NA,NA,"callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
RColorBrewer,C:/Users/pech/Documents/R/win-library/3.6,1.1-2,NA,R (>= 2.0.0),NA,NA,NA,NA,Apache License 2.0,NA,NA,NA,NA,no,3.6.0
Rcpp,C:/Users/pech/Documents/R/win-library/3.6,1.0.2,NA,R (>= 3.0.0),"methods, utils",NA,"RUnit, inline, rbenchmark, knitr, rmarkdown, pinp, pkgKitten
(>= 0.1.2)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
RcppArmadillo,C:/Users/pech/Documents/R/win-library/3.6,0.9.800.1.0,NA,R (>= 3.3.0),"Rcpp (>= 0.11.0), stats, utils, methods",Rcpp,"tinytest, Matrix, pkgKitten, reticulate, rmarkdown, knitr,
pinp, slam",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
RcppEigen,C:/Users/pech/Documents/R/win-library/3.6,0.3.3.5.0,NA,R (>= 2.15.1),"Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils",Rcpp,"inline, RUnit, pkgKitten, microbenchmark",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.6.1
RcppParallel,C:/Users/pech/Documents/R/win-library/3.6,4.4.4,NA,R (>= 3.0.2),NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
RcppProgress,C:/Users/pech/Documents/R/win-library/3.6,0.4.1,NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.1
RcppRoll,C:/Users/pech/Documents/R/win-library/3.6,0.3.0,NA,R (>= 2.15.1),Rcpp,Rcpp,"zoo, testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
RCurl,C:/Users/pech/Documents/R/win-library/3.6,1.95-4.12,NA,"R (>= 3.0.0), methods, bitops",NA,NA,"Rcompression, XML",NA,BSD,NA,NA,NA,NA,yes,3.6.0
reactlog,C:/Users/pech/Documents/R/win-library/3.6,1.0.0,NA,R (>= 3.0.2),jsonlite (>= 0.9.16),NA,"shiny, knitr, rmarkdown, htmltools",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
readbitmap,C:/Users/pech/Documents/R/win-library/3.6,0.1.5,NA,NA,"bmp, jpeg, png, tiff",NA,"pixmap, testthat",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
readr,C:/Users/pech/Documents/R/win-library/3.6,1.3.1,NA,R (>= 3.1),"Rcpp (>= 0.12.0.5), tibble, hms (>= 0.4.1), R6, clipr, crayon,
methods","Rcpp, BH","curl, testthat, knitr, rmarkdown, stringi, covr, spelling",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.6.1
readxl,C:/Users/pech/Documents/R/win-library/3.6,1.3.1,NA,NA,"cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils","progress, Rcpp","covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
rebus,C:/Users/pech/Documents/R/win-library/3.6,0.1-3,NA,R (>= 3.1.0),"rebus.base (>= 0.0-3), rebus.datetimes, rebus.numbers,
rebus.unicode (>= 0.0-2)",NA,testthat,NA,Unlimited,NA,NA,NA,NA,no,3.6.1
rebus.base,C:/Users/pech/Documents/R/win-library/3.6,0.0-3,NA,R (>= 3.1.0),stats,NA,"stringi, testthat",NA,Unlimited,NA,NA,NA,NA,no,3.6.1
rebus.datetimes,C:/Users/pech/Documents/R/win-library/3.6,0.0-1,NA,R (>= 3.1.0),rebus.base,NA,"stats, testthat",NA,Unlimited,NA,NA,NA,NA,no,3.6.1
rebus.numbers,C:/Users/pech/Documents/R/win-library/3.6,0.0-1,NA,R (>= 3.1.0),"rebus.base, utils",NA,testthat,NA,Unlimited,NA,NA,NA,NA,no,3.6.1
rebus.unicode,C:/Users/pech/Documents/R/win-library/3.6,0.0-2,NA,R (>= 3.1.0),rebus.base (>= 0.0-2),NA,stringi,NA,Unlimited,NA,NA,NA,NA,no,3.6.1
recipes,C:/Users/pech/Documents/R/win-library/3.6,0.1.7,NA,"R (>= 3.1), dplyr","generics, glue, gower, ipred, lubridate, magrittr, Matrix,
purrr (>= 0.2.3), rlang (>= 0.4.0), stats, tibble, tidyr (>=
0.8.3), tidyselect (>= 0.2.5), timeDate, utils, withr",NA,"covr, ddalpha, dimRed (>= 0.2.2), fastICA, ggplot2, igraph,
kernlab, knitr, pls, RANN, RcppRoll, rmarkdown, rpart, rsample,
RSpectra, testthat (>= 2.1.0)",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
RefManageR,C:/Users/pech/Documents/R/win-library/3.6,1.2.12,NA,R (>= 3.0),"xml2, jsonlite, utils, plyr, tools, httr, bibtex (>= 0.4.1),
lubridate (>= 1.5.0), stringr, methods",NA,"knitr, testthat,",NA,GPL-2 | GPL-3 | BSD_3_clause + file LICENSE,NA,NA,NA,NA,no,3.6.1
registry,C:/Users/pech/Documents/R/win-library/3.6,0.5-1,NA,R (>= 2.6.0),utils,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.0
reinstallr,C:/Users/pech/Documents/R/win-library/3.6,0.1.4,NA,R (>= 3.3.0),NA,NA,testthat,NA,GPL-3,NA,NA,NA,NA,no,3.6.1
relaimpo,C:/Users/pech/Documents/R/win-library/3.6,2.2-3,NA,"R(>= 2.2.1), MASS, boot, survey, mitools, graphics","methods, corpcor",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
relimp,C:/Users/pech/Documents/R/win-library/3.6,1.0-5,NA,R (>= 2.0.0),"stats, utils",NA,"tcltk, nnet, MASS, Rcmdr",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
rematch,C:/Users/pech/Documents/R/win-library/3.6,1.0.1,NA,NA,NA,NA,"covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
rematch2,C:/Users/pech/Documents/R/win-library/3.6,2.1.0,NA,NA,tibble,NA,"covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
remotes,C:/Users/pech/Documents/R/win-library/3.6,2.1.0,NA,R (>= 3.0.0),"methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, withr",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
reprex,C:/Users/pech/Documents/R/win-library/3.6,0.3.0,NA,R (>= 3.1),"callr (>= 2.0.0), clipr (>= 0.4.0), fs, rlang, rmarkdown,
utils, whisker, withr",NA,"covr, devtools, fortunes, knitr, miniUI, rprojroot,
rstudioapi, shiny, styler (>= 1.0.2), testthat (>= 2.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
reshape,C:/Users/pech/Documents/R/win-library/3.6,0.8.8,NA,R (>= 2.6.1),plyr,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
reshape2,C:/Users/pech/Documents/R/win-library/3.6,1.4.3,NA,R (>= 3.1),"plyr (>= 1.8.1), Rcpp, stringr",Rcpp,"covr, lattice, testthat (>= 0.8.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
reticulate,C:/Users/pech/Documents/R/win-library/3.6,1.13,NA,R (>= 3.0),"utils, graphics, jsonlite, Rcpp (>= 0.12.7), Matrix",Rcpp,"testthat, knitr, callr, rmarkdown",NA,Apache License 2.0,NA,NA,NA,NA,yes,3.6.1
retimes,C:/Users/pech/Documents/R/win-library/3.6,0.1-2,NA,methods,NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,yes,3.6.0
reviewR,C:/Users/pech/Documents/R/win-library/3.6,0.1.0,NA,NA,"rvest, dplyr, lubridate, stringr, magrittr, purrr, tripR,
trustpilotR, yelpR",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
rex,C:/Users/pech/Documents/R/win-library/3.6,1.1.2,NA,NA,"magrittr, lazyeval",NA,"testthat, knitr, rmarkdown, dplyr, ggplot2, Hmisc, stringr,
rvest, roxygen2, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
rgdal,C:/Users/pech/Documents/R/win-library/3.6,1.4-6,NA,"R (>= 3.5.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils",sp,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rgeos,C:/Users/pech/Documents/R/win-library/3.6,0.5-2,NA,"R (>= 3.3.0), methods, sp (>= 1.1-0)","utils, stats, graphics",sp,"maptools (>= 0.8-5), testthat, XML, maps, rgdal",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rgexf,C:/Users/pech/Documents/R/win-library/3.6,0.15.3,NA,"XML, Rook, igraph",NA,NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
rgl,C:/Users/pech/Documents/R/win-library/3.6,0.100.30,NA,R (>= 3.2.0),"graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr, jsonlite (>= 0.9.20), shiny, magrittr, crosstalk,
manipulateWidget (>= 0.9.0)",NA,"MASS, rmarkdown, deldir, orientlib, lattice, misc3d,
rstudioapi, magick, plotrix (>= 3.7-3), tripack, interp,
alphashape3d",NA,GPL,NA,NA,NA,NA,yes,3.6.1
RgoogleMaps,C:/Users/pech/Documents/R/win-library/3.6,1.4.4,NA,R (>= 2.10),"graphics, stats, utils, grDevices, methods, png",NA,"PBSmapping, maptools, sp, loa, RColorBrewer, leaflet",NA,GPL,NA,NA,NA,NA,no,3.6.1
rhub,C:/Users/pech/Documents/R/win-library/3.6,1.1.1,NA,NA,"assertthat, callr, cli (>= 1.1.0), crayon, desc, digest, httr,
jsonlite, parsedate, pillar, prettyunits, processx, R6,
rappdirs, rcmdcheck (>= 1.2.1), rematch, tibble, utils, uuid,
whoami, withr",NA,"covr, testthat, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
rio,C:/Users/pech/Documents/R/win-library/3.6,0.5.16,NA,R (>= 2.15.0),"tools, stats, utils, foreign, haven (>= 1.1.0), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, clipr, csvy,
feather, fst, hexView, jsonlite, readODS (>= 1.6.4), readr,
rmatio, xml2 (>= 1.2.0), yaml",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
riskRegression,C:/Users/pech/Documents/R/win-library/3.6,2019.01.29,NA,"R (>= 2.9.0), data.table (>= 1.10.4), ggplot2 (>= 2.1.0),
prodlim (>= 1.6.1)","abind, doParallel, stats, graphics, survival (>= 2.40.1), lava
(>= 1.4.7), cmprsk, plotrix, timereg (>= 1.9.1), foreach,
ranger, parallel, Rcpp, rms (>= 5.0-0)","Rcpp, RcppArmadillo","boot, CoxBoost, mets, mstate, party, pec, penalized, pROC,
randomForest, randomForestSRC, rbenchmark, rpart, testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rJava,C:/Users/pech/Documents/R/win-library/3.6,0.9-11,NA,"R (>= 2.5.0), methods",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.0
rjson,C:/Users/pech/Documents/R/win-library/3.6,0.2.20,NA,R (>= 3.1.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.0
RJSONIO,C:/Users/pech/Documents/R/win-library/3.6,1.3-1.3,NA,NA,methods,NA,NA,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
rlang,C:/Users/pech/Documents/R/win-library/3.6,0.4.1,NA,R (>= 3.2.0),NA,NA,"cli, covr, crayon, magrittr, methods, pillar, rmarkdown,
testthat (>= 2.0.0)",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
rlist,C:/Users/pech/Documents/R/win-library/3.6,0.4.6.1,NA,R (>= 2.15),"yaml, jsonlite, XML, data.table",NA,"testthat, stringdist, pipeR",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
rlme,C:/Users/pech/Documents/R/win-library/3.6,0.5,NA,NA,"MASS, quantreg, nlme, mgcv, stringr, magic, robustbase, Rcpp,
stats, utils, graphics",Rcpp,testthat,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rmarkdown,C:/Users/pech/Documents/R/win-library/3.6,1.16,NA,R (>= 3.0),"tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), base64enc, jsonlite, mime, tinytex
(>= 0.11), xfun, methods, stringr (>= 1.2.0)",NA,"shiny (>= 0.11), tufte, testthat, digest, dygraphs, tibble,
fs, pkgdown, callr (>= 2.0.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
Rmisc,C:/Users/pech/Documents/R/win-library/3.6,1.5,NA,"lattice, plyr",NA,NA,"latticeExtra, Hmisc, stats4",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
Rmpfr,C:/Users/pech/Documents/R/win-library/3.6,0.7-2,NA,"gmp (>= 0.5-8), R (>= 3.3.0)","stats, utils, methods",NA,"MASS, Bessel, polynom, sfsmisc (>= 1.0-20), Matrix",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rms,C:/Users/pech/Documents/R/win-library/3.6,5.1-3.1,NA,"Hmisc (>= 4.1-1), survival (>= 2.40-1), lattice, ggplot2 (>=
2.2), SparseM","methods, quantreg, rpart, nlme (>= 3.1-123), polspline,
multcomp, htmlTable (>= 1.11.0), htmltools",NA,"boot, tcltk, plotly (>= 4.5.6)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
RMySQL,C:/Users/pech/Documents/R/win-library/3.6,0.10.17,NA,"R (>= 2.8.0), DBI (>= 0.4)",methods,NA,"RMariaDB, testthat, curl",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
rnaturalearth,C:/Users/pech/Documents/R/win-library/3.6,0.1.0,NA,R (>= 3.1.1),"sp (>= 1.0.15), utils (>= 3.2.3), sf (>= 0.3-4)",NA,"rgdal, knitr (>= 1.12.3), testthat (>= 0.9.1), httr (>=
1.1.0), devtools (>= 1.10.0), rnaturalearthdata (>= 0.1.0),
rnaturalearthhires (>= 0.1.0), raster (>= 2.5-2), rgeos",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
rnaturalearthdata,C:/Users/pech/Documents/R/win-library/3.6,0.1.0,NA,R (>= 3.1.1),sp (>= 1.0.15),NA,"knitr (>= 1.12.3), testthat (>= 0.9.1)",NA,CC0,NA,NA,NA,NA,no,3.6.1
rnn,C:/Users/pech/Documents/R/win-library/3.6,0.9.8,NA,R (>= 3.2.2),"sigmoid, shiny",NA,"testthat, knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
robotstxt,C:/Users/pech/Documents/R/win-library/3.6,0.6.2,NA,R (>= 3.0.0),"stringr (>= 1.0.0), httr (>= 1.0.0), spiderbar (>= 0.2.0),
future (>= 1.6.2), future.apply (>= 1.0.0), magrittr, utils",NA,"knitr, rmarkdown, dplyr, testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
robust,C:/Users/pech/Documents/R/win-library/3.6,0.4-18.1,NA,fit.models,"graphics, stats, utils, lattice, MASS, robustbase, rrcov",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
robustbase,C:/Users/pech/Documents/R/win-library/3.6,0.93-5,NA,R (>= 3.1.0),"stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
robustlmm,C:/Users/pech/Documents/R/win-library/3.6,2.3,NA,"lme4 (>= 1.1-9), Matrix (>= 1.0-13), R (>= 3.2.0)","ggplot2, lattice, nlme, methods, robustbase (>= 0.93), xtable,
Rcpp (>= 0.12.2), fastGHQuad","Rcpp, RcppEigen, robustbase, cubature (> 1.3-8)","digest, reshape2, microbenchmark",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
ROCR,C:/Users/pech/Documents/R/win-library/3.6,1.0-7,NA,"gplots, methods",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
RODBC,C:/Users/pech/Documents/R/win-library/3.6,1.3-16,NA,R (>= 3.0.0),stats,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
Rook,C:/Users/pech/Documents/R/win-library/3.6,1.1-1,NA,R (>= 2.13.0),"utils, tools, methods, brew",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.0
rowr,C:/Users/pech/Documents/R/win-library/3.6,1.1.3,NA,R (>= 3.0.1),methods,NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.6.0
roxygen2,C:/Users/pech/Documents/R/win-library/3.6,6.1.1,NA,R (>= 3.1),"brew, commonmark, desc (>= 1.2.0), digest, methods, pkgload
(>= 1.0.2), purrr, R6 (>= 2.1.2), Rcpp (>= 0.11.0), stringi,
stringr (>= 1.0.0), utils, xml2",Rcpp,"covr, devtools, knitr, rmarkdown, testthat (>= 0.8.0)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rpart,C:/Users/pech/Documents/R/win-library/3.6,4.1-15,recommended,"R (>= 2.15.0), graphics, stats, grDevices",NA,NA,survival,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
rpart.plot,C:/Users/pech/Documents/R/win-library/3.6,3.0.8,NA,"R (>= 3.4.0), rpart (>= 4.1-10)",NA,NA,earth (>= 5.1.0),NA,GPL-3,NA,NA,NA,NA,no,3.6.1
RPostgreSQL,C:/Users/pech/Documents/R/win-library/3.6,0.6-2,NA,"R (>= 2.9.0), methods, DBI (>= 0.3)",NA,NA,NA,NA,GPL-2 | file LICENSE,NA,NA,NA,NA,yes,3.6.1
rprojroot,C:/Users/pech/Documents/R/win-library/3.6,1.3-2,NA,R (>= 3.0.0),backports,NA,"testthat, mockr, knitr, withr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
rrcov,C:/Users/pech/Documents/R/win-library/3.6,1.4-7,NA,"R (>= 2.10), robustbase (>= 0.92.1), methods","stats, stats4, mvtnorm, lattice, cluster, pcaPP",NA,"grid, MASS, ellipse",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rsample,C:/Users/pech/Documents/R/win-library/3.6,0.0.5,NA,"R (>= 3.1), tidyr","dplyr, purrr, tibble, rlang (>= 0.4.0), methods, generics,
utils, tidyselect, furrr",NA,"ggplot2, testthat, rmarkdown, knitr, AmesHousing, recipes (>=
0.1.4), broom",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
rsconnect,C:/Users/pech/Documents/R/win-library/3.6,0.8.15,NA,R (>= 3.0.0),"curl, jsonlite, openssl, packrat (>= 0.4.8-1), rstudioapi (>=
0.5), yaml (>= 2.1.5)",NA,"RCurl, callr, httpuv, knitr, plumber (>= 0.3.2), reticulate,
rmarkdown (>= 1.1), shiny, sourcetools, testthat, xtable",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
Rserve,C:/Users/pech/Documents/R/win-library/3.6,1.7-3.1,NA,R (>= 1.5.0),NA,NA,RSclient,NA,GPL-2 | file LICENSE,NA,NA,NA,NA,yes,3.6.1
RSpectra,C:/Users/pech/Documents/R/win-library/3.6,0.15-0,NA,R (>= 3.0.2),"Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","Rcpp, RcppEigen (>= 0.3.3.3.0)","knitr, rmarkdown, prettydoc",NA,MPL (>= 2),NA,NA,NA,NA,yes,3.6.1
RSQLite,C:/Users/pech/Documents/R/win-library/3.6,2.1.2,NA,R (>= 3.1.0),"bit64, blob (>= 1.2.0), DBI (>= 1.0.0), memoise, methods,
pkgconfig, Rcpp (>= 0.12.7)","BH, plogr (>= 0.2.0), Rcpp","DBItest, knitr, rmarkdown, testthat",NA,LGPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rstan,C:/Users/pech/Documents/R/win-library/3.6,2.19.2,NA,"R (>= 3.4.0), StanHeaders (> 2.18.1), ggplot2 (>= 2.0.0)","methods, stats4, inline, gridExtra (>= 2.0.0), Rcpp (>=
0.12.0), loo (>= 2.0.0), pkgbuild","Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0), BH (>= 1.69.0),
StanHeaders (> 2.18.1)","RUnit, RcppEigen (>= 0.3.3.3.0), BH (>= 1.66), parallel,
KernSmooth, shinystan (>= 2.3.0), bayesplot (>= 1.5.0),
rmarkdown, rstantools, rstudioapi, Matrix, knitr (>= 1.15.1)",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
rstanarm,C:/Users/pech/Documents/R/win-library/3.6,2.19.2,NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), methods","bayesplot (>= 1.7.0), ggplot2 (>= 2.2.1), lme4 (>= 1.1-8), loo
(>= 2.1.0), Matrix (>= 1.2-13), nlme (>= 3.1-124), rstan (>=
2.19.1), rstantools (>= 2.0.0), shinystan (>= 2.3.0), stats,
survival (>= 2.40.1), utils","StanHeaders (>= 2.19.0), rstan (>= 2.19.1), BH (>= 1.66.0),
Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0)","betareg, data.table (>= 1.10.0), digest, gridExtra, HSAUR3,
knitr (>= 1.15.1), MASS, mgcv (>= 1.8-13), rmarkdown, roxygen2,
testthat (>= 1.0.2)",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
